=================================================
BRAZILIAN SOUTHERN EQUIVALENT SYSTEM - 2017-2025
=================================================
---------------------
BUS DATA 
---------------------
BUS NO.: Bus number
NG: Number of generating units
PGMAX: Maximum generation capacity [MW]
PGMIN: Minimum generation capacity [MW]
PGDESP: Generation dispatch [MW]
LOAD: Load [MW]
TP: Bus type
COST: Production cost [$/MWH]
FAILR: Failure rate [OCC./Y]
MTTR: Mean time to repair [H]

x---x xx x-----x x-----x x-------x x----x xx x---x x------x x-------x x
BUS   NG PGMAX   PGMIN   PGDESP    LOAD   TP COST  FAILR    MTTR
NO.      MW      MW      MW        MW        $/MWH OCC./Y   H 
x---x xx x-----x x-----x x-------x x----x xx x---x x------x x-------x x
060 06708-07776 1 0.015140 0.078360  237.0 00.50000 018.00000 
061 06715-06651 1 0.004400 0.035600  261.0 00.50000 018.00000 
062 06715-06688 1 0.011000 0.088900  280.0 00.50000 018.00000 
063 06715-07042 1 0.003630 0.026540  350.0 00.50000 018.00000 
064 06715-07042 2 0.003630 0.026540  350.0 00.50000 018.00000 
065 06730-07826 1 0.012440 0.077100  417.0 00.50000 018.00000 
066 06732-06733 1 0.004200 0.021200  175.0 00.50000 018.00000 
067 06747-06761 1 0.004600 0.027000  315.0 00.50000 018.00000 
068 06754-06601 1 0.007800 0.039800  182.0 00.50000 018.00000 
069 06754-06601 2 0.007800 0.039800  182.0 00.50000 018.00000 
070 06754-07763 1 0.014400 0.072700  237.0 00.50000 018.00000 
071 06757-06758 1 0.000001 0.000200  363.0 00.00000 001.00000 
072 06757-06758 2 0.000001 0.000200  363.0 00.00000 001.00000 
073 06757-06758 3 0.000001 0.000200  363.0 00.00000 001.00000 
074 06757-06758 4 0.000001 0.000200  363.0 00.00000 001.00000 
075 06761-06616 1 0.002300 0.011000  298.0 00.50000 018.00000 
076 06762-06761 1 0.003500 0.016800  299.0 00.50000 018.00000 
077 06763-07265 1 0.000100 0.000400  103.0 00.00000 001.00000 
078 06763-07739 1 0.022100 0.114750  259.0 00.50000 018.00000 
079 06763-07749 1 0.024740 0.126240  359.0 00.50000 018.00000 
080 06763-07778 1 0.009770 0.047080  259.0 00.00000 001.00000 
081 06763-07778 2 0.009770 0.047080  240.0 00.00000 001.00000 
082 06764-06618 1 0.005300 0.026700  182.0 00.50000 018.00000 
083 06764-06663 1 0.010500 0.053600  182.0 00.50000 018.00000 
084 06854-06616 1 0.000373 0.002853  335.0 00.00000 001.00000 
085 06854-06616 2 0.000373 0.002853  335.0 00.00000 001.00000 
086 07000-06665 1 0.007600 0.064800  699.0 00.50000 018.00000 
087 07000-44914 1 0.008127 0.048769  318.0 00.50000 018.00000 
088 07020-06732 1 0.004400 0.022800  259.0 00.50000 018.00000 
089 07020-06732 2 0.005200 0.028200  333.0 00.50000 018.00000 
090 07020-07022 1 0.009300 0.055700  408.0 00.50000 018.00000 
091 07020-07023 1 0.017000 0.091700  333.0 00.50000 018.00000 
092 07021-07022 1 0.017200 0.089100  259.0 00.50000 018.00000 
093 07042-07023 1 0.021200 0.114300  333.0 00.50000 018.00000 
094 07042-07041 1 0.003060 0.022380  350.0 00.00000 001.00000 
095 07299-06616 1 0.003500 0.017100  164.0 00.50000 018.00000 
096 07299-06731 1 0.009900 0.049100  164.0 00.50000 018.00000 
097 07299-06761 1 0.000800 0.004600  342.0 00.50000 018.00000 
098 07299-06764 1 0.004600 0.027400  342.0 00.50000 018.00000 
099 07300-07711 1 0.001366 0.017236 2214.0 00.30000 020.00000 
100 07302-07723 1 0.000600 0.006370  590.0 00.00000 001.00000 
101 07302-07723 2 0.000600 0.006370  590.0 00.00000 001.00000 
102 07304-07723 1 0.003780 0.024080  715.0 00.50000 018.00000 
103 07304-07747 1 0.005430 0.037310  350.0 00.50000 018.00000 
104 07304-07747 2 0.005430 0.037310  350.0 00.50000 018.00000 
105 07304-09180 1 0.006710 0.052580  350.0 00.50000 018.00000 
106 07306-07826 1 0.006490 0.047990  395.0 00.50000 018.00000 
107 07306-07826 2 0.006490 0.047990  395.0 00.50000 018.00000 
108 07306-09130 1 0.010660 0.067290  260.0 00.50000 018.00000 
109 07306-46851 1 0.006388 0.037391  284.0 00.00000 001.00000 
110 07306-46851 2 0.006388 0.037391  284.0 00.00000 001.00000 
111 07307-07782 1 0.005590 0.030400  232.0 00.50000 018.00000 
112 07307-07782 2 0.005590 0.030400  232.0 00.50000 018.00000 
113 07307-09195 1 0.006290 0.031680  160.0 00.50000 018.00000 
114 07307-09195 2 0.006285 0.031680  160.0 00.50000 018.00000 
115 07308-07307 1 0.000210 0.000950  270.0 00.00000 001.00000 
116 07310-07307 1 0.001690 0.007600  270.0 00.00000 001.00000 
117 07312-07307 1 0.003700 0.016630  270.0 00.00000 001.00000 
118 07711-07713 1 0.000654 0.008249 2214.0 00.30000 020.00000 
119 07711-07732 1 0.001457 0.018388 2214.0 00.30000 020.00000 
120 07711-07733 1 0.000544 0.006867 2214.0 00.30000 020.00000 
121 07719-07722 1 0.000730 0.009170 2363.0 00.30000 020.00000 
122 07719-07736 1 0.000470 0.005860 2363.0 00.30000 020.00000 
123 07719-07736 2 0.000350 0.005900 2187.0 00.30000 020.00000 
124 07722-07752 1 0.002890 0.036480 2282.0 00.30000 020.00000 
125 07722-07752 2 0.002890 0.036480 2108.0 00.30000 020.00000 
126 07722-07766 1 0.001720 0.023480 2363.0 00.30000 020.00000 
127 07722-07766 2 0.001720 0.021700 2362.0 00.30000 020.00000 
128 07722-08952 1 0.000001 0.000500 2350.0 00.00000 001.00000 
129 07722-08952 2 0.000001 0.000500 2350.0 00.00000 001.00000 
130 07723-07779 1 0.014190 0.067200  350.0 00.00000 001.00000 
131 07723-07779 2 0.014190 0.067200  350.0 00.00000 001.00000 
132 07724-07758 1 0.016920 0.132780  212.0 00.00000 001.00000 
133 07725-07790 1 0.011870 0.089660  350.0 00.50000 018.00000 
134 07725-07790 2 0.011870 0.089660  350.0 00.50000 018.00000 
135 07732-06628 1 0.000400 0.003850 2363.0 00.30000 020.00000 
136 07732-06628 2 0.000450 0.004370 2189.0 00.30000 020.00000 
137 07732-07300 1 0.000310 0.004100 2189.0 00.30000 020.00000 
138 07732-07748 1 0.002000 0.026930 2363.0 00.30000 020.00000 
139 07733-07713 1 0.000147 0.002570 2655.0 00.30000 020.00000 
140 07733-07713 2 0.000192 0.002419 2214.0 00.30000 020.00000 
141 07733-07736 1 0.002550 0.029220 2036.0 00.30000 020.00000 
142 07734-07731 1 0.006000 0.028440  350.0 00.50000 018.00000 
143 07734-07731 2 0.006010 0.028410  350.0 00.50000 018.00000 
144 07734-07731 3 0.006010 0.028410  350.0 00.50000 018.00000 
145 07734-07990 1 0.015876 0.069392  243.0 00.50000 018.00000 
146 07734-07990 2 0.015876 0.069392  243.0 00.50000 018.00000 
147 07734-46942 1 0.002450 0.012670  243.0 00.50000 018.00000 
148 07734-46942 2 0.002900 0.015400  243.0 00.50000 018.00000 
149 07736-07744 1 0.000310 0.005090 2654.0 00.30000 020.00000 
150 07736-07744 2 0.000310 0.005090 2654.0 00.30000 020.00000 
151 07736-07748 1 0.001620 0.020480 2363.0 00.30000 020.00000 
152 07736-07752 1 0.001640 0.027690 2655.0 00.30000 020.00000 
153 07739-07794 1 0.018940 0.097740  350.0 00.50000 018.00000 
154 07739-07982 1 0.017296 0.088412  350.0 00.50000 018.00000 
155 07739-07982 2 0.017296 0.088412  350.0 00.50000 018.00000 
156 07740-07808 1 0.002350 0.013270  328.0 00.50000 018.00000 
157 07740-07745 1 0.005370 0.034490  311.0 00.00000 001.00000 
158 07740-07926 1 0.001327 0.008732  327.0 00.50000 018.00000 
159 07740-07928 1 0.001327 0.008732  327.0 00.50000 018.00000 
160 07741-07713 1 0.000577 0.010094 2655.0 00.30000 020.00000 
161 07743-07823 1 0.005240 0.027040  300.0 00.50000 018.00000 
162 07743-07824 1 0.005330 0.027440  300.0 00.50000 018.00000 
163 07743-51693 1 0.011900 0.066150  354.0 00.50000 018.00000 
164 07744-07741 1 0.001479 0.024259 2654.0 00.30000 020.00000 
165 07744-07759 1 0.001600 0.026800 3096.0 00.30000 020.00000 
166 07744-07759 2 0.001600 0.026800 3096.0 00.30000 020.00000 
167 07747-07725 1 0.010970 0.075420  350.0 00.50000 018.00000 
168 07747-07725 2 0.010970 0.075420  350.0 00.50000 018.00000 
169 07747-07744 1 0.000001 0.014880  672.0 00.02000 150.00000 
170 07747-07744 2 0.000001 0.014880  672.0 00.02000 150.00000 
171 07748-06628 1 0.002120 0.025560 2363.0 00.30000 020.00000 
172 07748-06758 1 0.000520 0.006540 2363.0 00.30000 020.00000 
173 07748-07760 1 0.001590 0.020120 2162.0 00.30000 020.00000 
174 07749-07021 1 0.019300 0.099900  259.0 00.50000 018.00000 
175 07749-07820 1 0.030450 0.157380  259.0 00.50000 018.00000 
176 07749-07820 2 0.030410 0.157180  259.0 00.50000 018.00000 
177 07750-50212 1 0.000640 0.008050 3921.0 00.30000 020.00000 
178 07750-50213 1 0.001060 0.013340 3921.0 00.30000 020.00000 
179 07751-07722 1 0.001640 0.030340 2937.0 00.30000 020.00000 
180 07751-07736 1 0.001880 0.023250 2120.0 00.30000 020.00000 
181 07751-07750 1 0.000730 0.009160 2120.0 00.30000 020.00000 
182 07752-07750 1 0.000270 0.003430 2120.0 00.30000 020.00000 
183 07755-38857 1 0.011400 0.097300  669.0 00.50000 018.00000 
184 07755-38857 2 0.011400 0.097300  669.0 00.50000 018.00000 
185 07755-39850 1 0.003000 0.025700  669.0 00.50000 018.00000 
186 07757-07724 1 0.008440 0.066180  212.0 00.00000 001.00000 
187 07759-07823 1 0.000001 0.015000  672.0 00.02000 150.00000 
188 07759-07823 2 0.000001 0.015000  672.0 00.02000 150.00000 
189 07759-07823 3 0.000001 0.015000  672.0 00.02000 150.00000 
190 07760-07762 1 0.000860 0.014550 2546.0 00.30000 020.00000 
191 07760-07762 2 0.000860 0.014550 2546.0 00.30000 020.00000 
192 07760-07766 1 0.001540 0.019400 2162.0 00.30000 020.00000 
193 07760-07766 2 0.001140 0.020200 3184.0 00.30000 020.00000 
194 07763-06651 1 0.018957 0.098696  288.0 00.50000 018.00000 
195 07763-06651 2 0.017400 0.086900  288.0 00.50000 018.00000 
196 07763-06651 3 0.017400 0.086900  288.0 00.50000 018.00000 
197 07763-06708 1 0.015690 0.081420  238.0 00.50000 018.00000 
198 07765-07722 1 0.002000 0.027600 1227.0 00.30000 020.00000 
199 07765-07722 2 0.002452 0.029728 1227.0 00.30000 020.00000 
200 07766-06755 1 0.000760 0.011710 1636.0 00.30000 020.00000 
201 07766-06758 1 0.000560 0.006970 2363.0 00.30000 020.00000 
202 07770-07982 1 0.001880 0.009610  350.0 00.50000 018.00000 
203 07770-07982 2 0.001880 0.009610  350.0 00.50000 018.00000 
204 07771-07757 1 0.003960 0.033660  669.0 00.50000 018.00000 
205 07771-38858 1 0.009340 0.079320  669.0 00.50000 018.00000 
206 07776-07820 1 0.050520 0.177740  350.0 00.50000 018.00000 
207 07776-07820 2 0.046680 0.177800  350.0 00.50000 018.00000 
208 07780-09276 1 0.016700 0.062000  179.0 00.50000 018.00000 
209 07781-08780 1 0.004060 0.020980  213.0 00.00000 001.00000 
210 07782-09065 1 0.003380 0.017460  232.0 00.50000 018.00000 
211 07782-09276 1 0.017000 0.063000  179.0 00.50000 018.00000 
212 07785-07743 1 0.021230 0.109550  232.0 00.50000 018.00000 
213 07785-07781 1 0.000940 0.004850  232.0 00.50000 018.00000 
214 07794-06190 1 0.008360 0.041430  309.0 00.00000 001.00000 
215 07794-06190 2 0.008360 0.041430  309.0 00.00000 001.00000 
216 07800-07802 1 0.000140 0.000740  430.0 00.00000 001.00000 
217 07800-07802 2 0.000140 0.000740  268.0 00.00000 001.00000 
218 07802-07740 1 0.023060 0.119230  243.0 00.50000 018.00000 
219 07802-07808 1 0.023140 0.118820  243.0 00.50000 018.00000 
220 07802-07824 1 0.009390 0.048400  243.0 00.50000 018.00000 
221 07802-07824 2 0.009010 0.046310  243.0 00.50000 018.00000 
222 07812-07826 1 0.015050 0.077760  259.0 00.50000 018.00000 
223 07812-07826 2 0.015030 0.077660  259.0 00.50000 018.00000 
224 07812-08321 1 0.025840 0.130900  160.0 00.50000 018.00000 
225 07812-08321 2 0.025840 0.130900  160.0 00.50000 018.00000 
226 07820-06730 1 0.013270 0.083550  417.0 00.50000 018.00000 
227 07820-07826 1 0.024930 0.157400  417.0 00.50000 018.00000 
228 07824-07823 1 0.000190 0.000970  547.0 00.50000 018.00000 
229 07824-07823 2 0.000190 0.000970  547.0 00.50000 018.00000 
230 07824-07823 3 0.000190 0.000970  547.0 00.50000 018.00000 
231 07830-07802 1 0.003447 0.023623  300.0 00.50000 018.00000 
232 07830-07824 1 0.005085 0.034842  300.0 00.50000 018.00000 
233 07850-09170 1 0.002380 0.011600  518.0 00.50000 018.00000 
234 07904-07790 1 0.006486 0.050913  350.0 00.50000 018.00000 
235 07904-07790 2 0.006486 0.050913  350.0 00.50000 018.00000 
236 07921-09020 1 0.004000 0.020900  290.0 00.50000 018.00000 
237 07921-09020 2 0.004000 0.021400  290.0 00.50000 018.00000 
238 07921-09020 3 0.004200 0.022700  225.0 00.50000 018.00000 
239 07921-09165 1 0.016700 0.091600  225.0 00.50000 018.00000 
240 07921-09209 1 0.002800 0.013500  470.0 00.50000 018.00000 
241 07921-09245 1 0.001000 0.005300  540.0 00.50000 018.00000 
242 07921-09276 1 0.003930 0.021730  359.0 00.50000 018.00000 
243 07921-09276 2 0.003930 0.021730  359.0 00.50000 018.00000 
244 07921-51457 1 0.012461 0.084279  494.0 00.50000 018.00000 
245 07922-09188 1 0.014400 0.072400  340.0 00.50000 018.00000 
246 07922-09265 1 0.000500 0.004000  335.0 00.50000 018.00000 
247 07922-09265 2 0.000500 0.004000  335.0 00.50000 018.00000 
248 07922-09304 1 0.009500 0.047700  329.0 00.50000 018.00000 
249 07922-09304 2 0.008040 0.043830  359.0 00.50000 018.00000 
250 07924-07923 1 0.019510 0.095650  260.0 00.50000 018.00000 
251 07924-08333 1 0.001800 0.009200  329.0 00.00000 001.00000 
252 07924-09095 1 0.005540 0.027660  270.0 00.50000 018.00000 
253 07926-07927 1 0.000799 0.002142  311.0 00.50000 018.00000 
254 07927-07900 1 0.001179 0.007760  327.0 00.50000 018.00000 
255 07928-07929 1 0.000799 0.002142  311.0 00.50000 018.00000 
256 07929-07900 1 0.001179 0.007760  327.0 00.50000 018.00000 
257 07980-07770 1 0.005640 0.028830  350.0 00.50000 018.00000 
258 07980-07770 2 0.005640 0.028830  350.0 00.50000 018.00000 
259 07990-07980 1 0.013686 0.059795  243.0 00.50000 018.00000 
260 07990-07980 2 0.013686 0.059795  243.0 00.50000 018.00000 
261 08135-09314 1 0.006979 0.039008  365.0 00.50000 018.00000 
262 08321-09195 1 0.011480 0.058180  160.0 00.50000 018.00000 
263 08321-09195 2 0.011480 0.058180  160.0 00.50000 018.00000 
264 08720-07765 1 0.001200 0.015800 1227.0 00.30000 020.00000 
265 08721-07765 1 0.001447 0.017364 1227.0 00.30000 020.00000 
266 08721-08720 1 0.000001 0.000100 9999.0 00.30000 020.00000 
267 08731-07747 1 0.002360 0.011770  243.0 00.00000 001.00000 
268 08736-07747 1 0.003940 0.019620  243.0 00.00000 001.00000 
269 08741-07722 1 0.004940 0.023500  800.0 00.00000 001.00000 
270 08771-08772 1 0.000339 0.005980 3305.0 00.00000 001.00000 
271 08771-08772 2 0.000339 0.005980 3305.0 00.00000 001.00000 
272 09002-09170 1 0.024500 0.122400  270.0 00.50000 018.00000 
273 09002-09184 1 0.015800 0.079000  270.0 00.50000 018.00000 
274 09002-09306 1 0.017300 0.096300  290.0 00.50000 018.00000 
275 09002-09330 1 0.024200 0.121300  270.0 00.50000 018.00000 
276 09002-09340 1 0.024960 0.123660  270.0 00.50000 018.00000 
277 09002-09340 2 0.024960 0.123660  270.0 00.50000 018.00000 
278 09010-09040 1 0.006700 0.038080  290.0 00.50000 018.00000 
279 09010-09040 2 0.006700 0.038080  290.0 00.50000 018.00000 
280 09010-09170 1 0.028900 0.144400  270.0 00.50000 018.00000 
281 09015-09110 1 0.004500 0.023100  210.0 00.50000 018.00000 
282 09015-09110 2 0.004500 0.023100  210.0 00.50000 018.00000 
283 09015-09314 1 0.005490 0.025860  235.0 00.50000 018.00000 
284 09020-07584 1 0.002600 0.012900  270.0 00.00000 001.00000 
285 09020-07780 1 0.008300 0.043200  210.0 00.50000 018.00000 
286 09020-09045 1 0.002700 0.012600  270.0 00.50000 018.00000 
287 09020-09050 1 0.001300 0.007000  290.0 00.50000 018.00000 
288 09020-09051 1 0.002220 0.012280  290.0 00.50000 018.00000 
289 09020-09110 1 0.002100 0.011200  290.0 00.50000 018.00000 
290 09020-09110 2 0.002100 0.011200  290.0 00.50000 018.00000 
291 09020-09110 3 0.002100 0.011200  290.0 00.50000 018.00000 
292 09020-09209 1 0.002830 0.013200  270.0 00.50000 018.00000 
293 09020-09245 1 0.004100 0.022500  290.0 00.50000 018.00000 
294 09020-09345 1 0.025800 0.098300  179.0 00.50000 018.00000 
295 09030-09120 1 0.017100 0.085500  270.0 00.50000 018.00000 
296 09040-07753 1 0.000439 0.012499  672.0 00.02000 150.00000 
297 09040-07753 2 0.000439 0.012499  672.0 00.02000 150.00000 
298 09045-09209 1 0.000700 0.003000  270.0 00.50000 018.00000 
299 09050-09110 1 0.001920 0.010100  290.0 00.50000 018.00000 
300 09060-07782 1 0.000400 0.019400  210.0 00.50000 018.00000 
301 09060-07782 2 0.000400 0.019400  210.0 00.50000 018.00000 
302 09060-08135 1 0.003850 0.021521  365.0 00.50000 018.00000 
303 09060-09015 1 0.012700 0.059200  350.0 00.50000 018.00000 
304 09060-09015 2 0.012700 0.059200  350.0 00.50000 018.00000 
305 09060-09065 1 0.003850 0.021210  276.0 00.50000 018.00000 
306 09060-09066 1 0.003870 0.019360  365.0 00.50000 018.00000 
307 09062-07782 1 0.003900 0.021300  290.0 00.50000 018.00000 
308 09062-51704 1 0.000300 0.001700  365.0 00.50000 018.00000 
309 09065-07781 1 0.012470 0.064350  232.0 00.50000 018.00000 
310 09066-51704 1 0.000940 0.004220  365.0 00.50000 018.00000 
311 09090-09140 1 0.003900 0.021400  290.0 00.50000 018.00000 
312 09090-09140 2 0.003900 0.021400  365.0 00.50000 018.00000 
313 09090-09286 1 0.012000 0.066400  290.0 00.50000 018.00000 
314 09090-09286 2 0.011950 0.066430  290.0 00.50000 018.00000 
315 09095-09192 1 0.008900 0.044500  270.0 00.50000 018.00000 
316 09097-09209 1 0.004700 0.023000  270.0 00.50000 018.00000 
317 09100-07782 1 0.004000 0.020000  329.0 00.50000 018.00000 
318 09100-51020 1 0.008410 0.044900  265.0 00.50000 018.00000 
319 09110-07924 1 0.002244 0.012500  290.0 00.50000 018.00000 
320 09110-07924 2 0.002500 0.012500  290.0 00.50000 018.00000 
321 09110-09051 1 0.000430 0.002360  290.0 00.50000 018.00000 
322 09110-09206 1 0.005600 0.026000  210.0 00.50000 018.00000 
323 09110-09206 2 0.005200 0.026900  340.0 00.50000 018.00000 
324 09110-09208 1 0.003280 0.015420  270.0 00.50000 018.00000 
325 09110-09350 1 0.003860 0.017900  210.0 00.50000 018.00000 
326 09110-51002 1 0.006230 0.030320  336.0 00.50000 018.00000 
327 09120-09020 1 0.007390 0.036890  270.0 00.50000 018.00000 
328 09120-09097 1 0.002830 0.014100  270.0 00.50000 018.00000 
329 09120-51457 1 0.017614 0.087257  270.0 00.50000 018.00000 
330 09130-07812 1 0.022100 0.087500  179.0 00.50000 018.00000 
331 09130-09304 1 0.017700 0.088700  270.0 00.50000 018.00000 
332 09140-09245 1 0.033400 0.185600  290.0 00.50000 018.00000 
333 09140-09250 1 0.005100 0.028600  290.0 00.50000 018.00000 
334 09140-09280 1 0.021900 0.122600  290.0 00.50000 018.00000 
335 09140-09283 1 0.012310 0.068040  365.0 00.50000 018.00000 
336 09165-51020 1 0.001680 0.008980  265.0 00.50000 018.00000 
337 09184-09272 1 0.019200 0.096300  340.0 00.50000 018.00000 
338 09192-07923 1 0.006820 0.032900  260.0 00.50000 018.00000 
339 09195-51703 1 0.000004 0.000018   80.0 00.00000 001.00000 
340 09204-09206 1 0.001400 0.008600  336.0 00.50000 018.00000 
341 09204-09210 1 0.000400 0.002600  336.0 00.50000 018.00000 
342 09206-09213 1 0.001600 0.007800  270.0 00.50000 018.00000 
343 09208-09209 1 0.001160 0.005670  315.0 00.50000 018.00000 
344 09208-09209 2 0.001160 0.005670  315.0 00.50000 018.00000 
345 09209-09204 1 0.000066 0.004993  362.0 00.50000 018.00000 
346 09213-51001 1 0.002493 0.011575  319.0 00.50000 018.00000 
347 09230-09233 1 0.013700 0.116100  365.0 00.50000 018.00000 
348 09230-09261 1 0.008400 0.041800  270.0 00.50000 018.00000 
349 09233-09030 1 0.037400 0.187100  270.0 00.50000 018.00000 
350 09233-09040 1 0.000268 0.001793  540.0 00.50000 018.00000 
351 09233-09261 1 0.029200 0.145900  270.0 00.50000 018.00000 
352 09233-09280 1 0.040330 0.219660  265.0 00.50000 018.00000 
353 09245-07624 1 0.001200 0.006200  270.0 00.00000 001.00000 
354 09250-09165 1 0.024500 0.135400  225.0 00.50000 018.00000 
355 09250-09264 1 0.019840 0.100820  319.0 00.50000 018.00000 
356 09250-09310 1 0.014590 0.055540  250.0 00.50000 018.00000 
357 09250-09345 1 0.033700 0.125500  179.0 00.50000 018.00000 
358 09265-09264 1 0.008260 0.041980  319.0 00.50000 018.00000 
359 09272-09188 1 0.019200 0.096300  340.0 00.50000 018.00000 
360 09280-07780 1 0.017100 0.093100  290.0 00.50000 018.00000 
361 09283-07921 1 0.027290 0.150800  365.0 00.50000 018.00000 
362 09286-09265 1 0.017200 0.083900  817.0 00.50000 018.00000 
363 09286-09306 1 0.013800 0.076600  290.0 00.50000 018.00000 
364 09286-50211 1 0.023000 0.112000  817.0 00.50000 018.00000 
365 09290-07812 1 0.018300 0.091500  210.0 00.50000 018.00000 
366 09290-09180 1 0.016880 0.088640  239.0 00.50000 018.00000 
367 09290-09310 1 0.015500 0.059100  179.0 00.50000 018.00000 
368 09314-09192 1 0.009800 0.055100  365.0 00.50000 018.00000 
369 09340-09184 1 0.012637 0.102690  441.0 00.50000 018.00000 
370 09340-09330 1 0.000850 0.004770  354.0 00.50000 018.00000 
371 09350-09206 1 0.001610 0.008350  340.0 00.50000 018.00000 
372 38853-39841 1 0.003610 0.029980  669.0 00.50000 018.00000 
373 38853-39841 2 0.003610 0.029980  669.0 00.50000 018.00000 
374 38857-04290 1 0.010800 0.091500  699.0 00.50000 018.00000 
375 38857-04290 2 0.010960 0.093100  669.0 00.50000 018.00000 
376 38858-04290 1 0.005200 0.044000  699.0 00.50000 018.00000 
377 39841-39850 1 0.019610 0.162700  669.0 00.50000 018.00000 
378 39841-39850 2 0.019610 0.162700  669.0 00.50000 018.00000 
379 44651-44652 1 0.000100 0.000200  220.0 00.00000 001.00000 
380 44651-44653 1 0.000100 0.000100  220.0 00.00000 001.00000 
381 44655-06618 1 0.003690 0.018450  298.0 00.50000 018.00000 
382 44655-06623 1 0.000410 0.002050  103.0 00.00000 001.00000 
383 44841-06619 1 0.004700 0.024000  276.0 00.50000 018.00000 
384 44900-06625 1 0.003096 0.018580  318.0 00.50000 018.00000 
385 44900-06625 2 0.004645 0.027870  318.0 00.50000 018.00000 
386 44900-44914 1 0.014261 0.085576  318.0 00.50000 018.00000 
387 44925-06652 1 0.009200 0.057500  383.0 00.00000 001.00000 
388 44925-06652 2 0.010000 0.060000  284.0 00.00000 001.00000 
389 46942-07740 1 0.020300 0.105190  243.0 00.50000 018.00000 
390 46942-07808 1 0.021600 0.115200  243.0 00.50000 018.00000 
391 46942-07904 1 0.006246 0.049027  350.0 00.50000 018.00000 
392 46942-07904 2 0.006246 0.049027  350.0 00.50000 018.00000 
393 47120-09261 1 0.002100 0.010450  270.0 00.50000 018.00000 
394 47120-09261 2 0.002100 0.010450  270.0 00.50000 018.00000 
395 47121-08771 1 0.000991 0.017571 3305.0 00.00000 001.00000 
396 47121-08771 2 0.000991 0.017571 3305.0 00.00000 001.00000 
397 47121-47120 1 0.000001 0.014300  700.0 00.02000 150.00000 
398 47121-47120 2 0.000001 0.014300  700.0 00.02000 150.00000 
399 47121-50213 1 0.002250 0.028290 3921.0 00.30000 020.00000 
400 47121-50213 2 0.002250 0.028290 3921.0 00.30000 020.00000 
401 50211-07850 1 0.000001 0.000100  817.0 00.50000 018.00000 
402 50211-09002 1 0.011500 0.055900  817.0 00.50000 018.00000 
403 50211-50220 1 0.021400 0.100200  817.0 00.50000 018.00000 
404 50212-50215 1 0.000001 0.014300  672.0 00.02000 150.00000 
405 50212-50215 2 0.000001 0.014300  672.0 00.02000 150.00000 
406 50213-07752 1 0.000360 0.004600 3921.0 00.30000 020.00000 
407 50213-07752 2 0.000360 0.004600 3921.0 00.30000 020.00000 
408 50213-07753 1 0.002560 0.032200 3921.0 00.30000 020.00000 
409 50213-07753 2 0.002560 0.032200 3921.0 00.30000 020.00000 
410 50213-50212 1 0.001590 0.020000 3921.0 00.30000 020.00000 
411 50213-50214 1 0.000001 0.014300  672.0 00.02000 150.00000 
412 50213-50214 2 0.000001 0.014300  672.0 00.02000 150.00000 
413 50214-07921 1 0.003830 0.018600  528.0 00.50000 018.00000 
414 50214-09120 1 0.001340 0.012110  687.0 00.50000 018.00000 
415 50214-09120 2 0.001340 0.012110  687.0 00.50000 018.00000 
416 50215-09350 1 0.005750 0.028000  817.0 00.50000 018.00000 
417 50216-07924 1 0.007520 0.036500  817.0 00.50000 018.00000 
418 50216-09098 1 0.000898 0.004474  400.0 00.00000 001.00000 
419 50216-09192 1 0.000898 0.004474  400.0 00.50000 018.00000 
420 50220-07922 1 0.022050 0.179100  441.0 00.50000 018.00000 
421 50220-07922 2 0.022050 0.179100  441.0 00.50000 018.00000 
422 50220-09184 1 0.000550 0.004478  441.0 00.50000 018.00000 
423 50220-09184 2 0.000550 0.004478  441.0 00.50000 018.00000 
424 51001-09350 1 0.003548 0.016473  319.0 00.50000 018.00000 
425 51002-51004 1 0.000118 0.000276  362.0 00.50000 018.00000 
426 51003-09210 1 0.000370 0.001780  336.0 00.50000 018.00000 
427 51004-51003 1 0.000118 0.000276  362.0 00.50000 018.00000 
428 51457-09230 1 0.023485 0.116340  270.0 00.50000 018.00000 
429 51457-47120 1 0.015140 0.102700  494.0 00.50000 018.00000 
430 51693-07923 1 0.010200 0.056700  354.0 00.50000 018.00000 
431 06710-06754 1 0.000001 0.012000  672.0 00.02000 150.00000 
432 06710-06754 2 0.000001 0.012000  672.0 00.02000 150.00000 
433 06710-06754 3 0.000001 0.012000  672.0 00.02000 150.00000 
434 06627-06628 1 0.000001 0.012100  600.0 00.02000 150.00000 
435 06627-06628 2 0.000001 0.012100  600.0 00.02000 150.00000 
436 06627-06628 3 0.000001 0.012100  600.0 00.02000 150.00000 
437 06625-06626 1 0.000001 0.012700  600.0 00.02000 150.00000 
438 06625-06626 2 0.000001 0.012300  600.0 00.02000 150.00000 
439 06625-06626 3 0.000001 0.012300  600.0 00.02000 150.00000 
440 07299-07300 1 0.000001 0.012100  672.0 00.02000 150.00000 
441 07015-07020 1 0.000320 0.012600  672.0 00.02000 150.00000 
442 07015-07020 2 0.000320 0.012600  672.0 00.02000 150.00000 
443 07015-07020 3 0.000320 0.012600  672.0 00.02000 150.00000 
444 07733-07734 1 0.000320 0.012590  672.0 00.02000 150.00000 
445 07733-07734 2 0.000320 0.012600  672.0 00.02000 150.00000 
446 07733-07734 3 0.000240 0.012720  672.0 00.02000 150.00000 
447 07723-07736 1 0.000150 0.012380  672.0 00.02000 150.00000 
